dataset,target_data_usage,model,method,variant,acc_mean,acc_std,runtime_sec_sum,baseline_variant,baseline_acc_mean,p_value,p_holm,effect_rank_biserial,neg_transfer_ratio,p_vs_ea,p_holm_vs_ea,effect_vs_ea,p_vs_tsa,p_holm_vs_tsa,effect_vs_tsa
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_damp0p2_lr0_15,0.4153163580246914,0.11068228397972484,760.3113035457209,identity,0.41550925925925924,1.0,1.0,-0.022222222222222223,0.4444444444444444,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_1,0.46643518518518523,0.16698058905149596,758.5775239127688,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.2222222222222222,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15,0.47357253086419754,0.16563213759628706,780.4735842044465,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15_no_energy,0.4731867283950617,0.16498562474076067,739.7412788383663,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15_no_spec,0.4618055555555556,0.16627059782011935,780.3352864943445,identity,0.41550925925925924,0.09765625,1.0,0.6444444444444445,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_15_tau4,0.42727623456790126,0.15024746408877027,773.277756028343,identity,0.41550925925925924,0.55078125,1.0,0.24444444444444444,0.4444444444444444,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_2,0.4438657407407407,0.1467296364980567,697.8641632609069,identity,0.41550925925925924,0.12890625,1.0,0.6,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_25,0.447337962962963,0.14808172927000712,753.1916813692078,identity,0.41550925925925924,0.12890625,1.0,0.6,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,csp_lda,ifsa,ifsa_no_damp_lr0_5,0.4467592592592593,0.14514449583800243,776.8414204157889,identity,0.41550925925925924,0.12890625,1.0,0.6,0.1111111111111111,,,,,,
bci_iv_2a,online_prefix_unlabeled,mdm,identity,identity,0.3524305555555556,0.1235966020276982,114.12530010379851,identity,0.3524305555555556,,,,,,,,,,
bci_iv_2a,online_prefix_unlabeled,mdm,ea,ea,0.42515432098765427,0.1667580687512772,154.219798238948,identity,0.3524305555555556,0.359375,0.609375,0.37777777777777777,0.4444444444444444,,,,,,
bci_iv_2a,online_prefix_unlabeled,mdm,ra,ra,0.4392361111111111,0.1400908278794203,169.60465422132984,identity,0.3524305555555556,0.203125,0.609375,0.5111111111111111,0.3333333333333333,,,,,,
bci_iv_2a,online_prefix_unlabeled,mdm,coral,coral,0.4392361111111111,0.1400908278794203,175.00646079750732,identity,0.3524305555555556,0.203125,0.609375,0.5111111111111111,0.3333333333333333,,,,,,
bci_iv_2a,online_prefix_unlabeled,mdm,tl_center_scale,tl_center_scale,0.44830246913580246,0.14571386935201588,159.18571165949106,identity,0.3524305555555556,0.09765625,0.390625,0.6444444444444445,0.2222222222222222,,,,,,
bci_iv_2a,online_prefix_unlabeled,tangent_lda,tsa,tsa,0.44386574074074076,0.15916929505053012,839.4094492243603,tangent_identity,0.4643132716049383,0.1796875,0.359375,-0.5555555555555556,0.7777777777777778,,,,,,
bci_iv_2a,online_prefix_unlabeled,tangent_lda,tsa_ss,tsa_ss,0.44675925925925924,0.15720435782022632,885.5275484379381,tangent_identity,0.4643132716049383,0.23828125,0.359375,-0.4666666666666667,0.6666666666666666,,,,0.21875,0.21875,0.5277777777777778
