dataset,target_data_usage,model,method,variant,acc_mean,acc_std,runtime_sec_sum,baseline_variant,baseline_acc_mean,p_value,p_holm,effect_rank_biserial,neg_transfer_ratio,p_vs_ea,p_holm_vs_ea,effect_vs_ea,p_vs_tsa,p_holm_vs_tsa,effect_vs_tsa
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_ctrl,0.7178155709889456,0.1045367626293577,28.68519207276404,identity,0.6982368074989335,0.25,1.0,0.4666666666666667,0.3333333333333333,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_tg_beta0p5,0.7141264587601017,0.09737446389222394,37.59312775079161,identity,0.6982368074989335,0.05859375,1.0,0.7111111111111111,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_tg_beta1p0,0.7193706477375208,0.10290797990788952,38.31065760413185,identity,0.6982368074989335,0.08203125,1.0,0.6666666666666666,0.3333333333333333,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_trace_norm,0.7156455216826734,0.10192693848845297,30.078208218794316,identity,0.6982368074989335,0.12890625,1.0,0.6,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_trace_norm_logmean_sh0p1,0.7158782105118534,0.10456067994197224,51.98387554241344,identity,0.6982368074989335,0.203125,1.0,0.5111111111111111,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_trace_norm_logmean_sh0p1_idout,0.7154156865844172,0.10447433753312786,53.55119618680328,identity,0.6982368074989335,0.1953125,1.0,0.5555555555555556,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_trace_norm_sh0p1,0.7163629832102484,0.10107113717923649,44.704327513463795,identity,0.6982368074989335,0.10546875,1.0,0.6222222222222222,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v12_trace_norm_sh0p2,0.7058855940563887,0.08924325118623637,42.16486425418407,identity,0.6982368074989335,0.30078125,1.0,0.4222222222222222,0.3333333333333333,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta0p5_full,0.7196855265998713,0.10173798149549572,49.02385400561616,identity,0.6982368074989335,0.09765625,1.0,0.6444444444444445,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta1_full,0.7027870750006974,0.10726374499475895,47.359927685931325,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta1_full_arith,0.6989221032177688,0.11188588580962548,43.809524442534894,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.6666666666666666,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta1_full_gain0p9,0.7100122181004535,0.1062653112217225,48.27222187444568,identity,0.6982368074989335,0.91015625,1.0,0.06666666666666667,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta1_full_spec0p2,0.7061866045612176,0.10427630536029725,47.059339340310544,identity,0.6982368074989335,0.9375,1.0,0.044444444444444446,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta1_full_spec0p2_u0p05,0.707721253244989,0.10422287076119646,46.284585325047374,identity,0.6982368074989335,0.8203125,1.0,0.1111111111111111,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta1_full_u0p05,0.7034132171387073,0.10752669177760261,44.370265181642026,identity,0.6982368074989335,0.8203125,1.0,-0.1111111111111111,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v13_tg_beta1_partial,0.7129160765512674,0.10524342490104162,48.44301457842812,identity,0.6982368074989335,0.734375,1.0,0.15555555555555556,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v14_tg_beta1_full_lw,0.7033999685960471,0.1076764221404828,118.99603359727189,identity,0.6982368074989335,0.8203125,1.0,-0.1111111111111111,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v15_logmix_logmean_sh0p1,0.722979300249682,0.10474762281117056,49.368407387752086,identity,0.6982368074989335,0.0390625,1.0,0.8333333333333334,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v15_logmix_logmean_sh0p1_covlogsh0p1,0.7211238457239489,0.10480428715534179,53.99180718418211,identity,0.6982368074989335,0.07421875,1.0,0.6888888888888889,0.2222222222222222,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v15_tg_beta1_full_covlogsh0p1,0.710060821915827,0.10364396347360175,50.74809681531042,identity,0.6982368074989335,0.734375,1.0,0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v15_tg_beta1_full_covlogsh0p2,0.7124629273236085,0.10426821173144173,56.413425342645496,identity,0.6982368074989335,0.67578125,1.0,0.17777777777777778,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v16_tg_beta1_full_disp0p5,0.6968520248835007,0.10889936237592843,37.432690219953656,identity,0.6982368074989335,0.9453125,1.0,-0.05555555555555555,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v16_tg_beta1_full_disp1p0,0.6903905969953441,0.10404084797295168,40.1768668666482,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v17_ctrl,0.7027870750006974,0.10726374499475895,52.01642367010936,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v17_desired_logspec0p20,0.711016214873284,0.10676257563292789,53.57529187621549,identity,0.6982368074989335,0.8203125,1.0,0.1111111111111111,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v17_desired_shrink0p05,0.708433252654099,0.10701315227632033,52.08610805729404,identity,0.6982368074989335,0.91015625,1.0,0.06666666666666667,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v17_desired_shrink0p10,0.7102516474162501,0.10738236384511572,51.626441079657525,identity,0.6982368074989335,0.8203125,1.0,0.1111111111111111,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v17_desired_shrink0p10_logspec0p20,0.7138671824559337,0.10721227118202309,53.22699264995754,identity,0.6982368074989335,0.7109375,1.0,0.15555555555555556,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v17_desired_shrink0p20,0.7138671824559338,0.10731343103683037,54.17295372020453,identity,0.6982368074989335,0.65234375,1.0,0.2,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v18_ctrl,0.7027870750006974,0.10726374499475895,32.65704549616203,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v18_safety_hold_q0p90,0.701243865124154,0.10954261621635482,45.89788607228547,identity,0.6982368074989335,0.7421875,1.0,-0.16666666666666666,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v18_safety_hold_q0p95,0.701243865124154,0.10954261621635482,48.19965739781037,identity,0.6982368074989335,0.7421875,1.0,-0.16666666666666666,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v18_safety_scale_q0p95,0.7029413959883517,0.10704420252556517,43.55488736787811,identity,0.6982368074989335,0.8203125,1.0,-0.1111111111111111,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v19_ctrl,0.7027870750006974,0.10726374499475895,36.89309764513746,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v19_split_hold_q0p90,0.7030551061897811,0.11026360811785223,39.92015644675121,identity,0.6982368074989335,0.578125,1.0,-0.2857142857142857,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v19_split_hold_q0p95,0.7030551061897811,0.11026360811785223,38.12998273642734,identity,0.6982368074989335,0.578125,1.0,-0.2857142857142857,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v19_split_scale_q0p95,0.7063364577167467,0.10835510985410206,50.24816344631836,identity,0.6982368074989335,0.8203125,1.0,-0.1111111111111111,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v20_ctrl,0.7027870750006974,0.10726374499475895,44.33029776904732,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v20_disc_hold_tau0p05,0.7086512725315616,0.10785004153869766,53.03102704882622,identity,0.6982368074989335,0.9453125,1.0,-0.05555555555555555,0.4444444444444444,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v20_disc_hold_tau0p10,0.7027870750006974,0.10726374499475895,55.70400852803141,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ifsa,ifsa_v20_disc_hold_tau0p15,0.7027870750006974,0.10726374499475895,53.69018912361935,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,csp_lda,ra,ra_v14_lw,0.701109959288494,0.10621906472343005,74.08481940673664,identity,0.6982368074989335,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,mdm,identity,identity,0.7088344923871239,0.09863449148201742,25.647988276556134,identity,0.7088344923871239,,,,,,,,,,
bci_iv_2b,online_prefix_unlabeled,mdm,ea,ea,0.6928675450476276,0.11422253818713292,42.002555187791586,identity,0.7088344923871239,0.65234375,1.0,-0.2,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,mdm,ra,ra,0.6987534619242566,0.10880222251017496,48.96669714991003,identity,0.7088344923871239,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,mdm,coral,coral,0.6987534619242566,0.10880222251017496,35.00610499223694,identity,0.7088344923871239,0.734375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,mdm,tl_center_scale,tl_center_scale,0.698189817784761,0.10757775577167464,13.68274492630735,identity,0.7088344923871239,0.7109375,1.0,-0.15555555555555556,0.5555555555555556,,,,,,
bci_iv_2b,online_prefix_unlabeled,tangent_lda,tsa,tsa,0.6678872370822836,0.1296331999505586,48.9345319699496,tangent_identity,0.6992960840097062,0.25,0.5,-0.4666666666666667,0.7777777777777778,,,,,,
bci_iv_2b,online_prefix_unlabeled,tangent_lda,tsa_ss,tsa_ss,0.6992960840097062,0.10491796684148309,49.06109106121585,tangent_identity,0.6992960840097062,1.0,1.0,0.0,0.0,,,,0.25,0.25,0.4666666666666667
