dataset,target_data_usage,model,method,variant,acc_mean,acc_std,runtime_sec_sum,baseline_variant,baseline_acc_mean,p_value,p_holm,effect_rank_biserial,neg_transfer_ratio,p_vs_ea,p_holm_vs_ea,effect_vs_ea,p_vs_tsa,p_holm_vs_tsa,effect_vs_tsa
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_logmean_shrink0p1,0.4789737654320988,0.17579881266097205,407.7696722187102,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p05_lr0p05_spec0p2_u0p05,0.4351851851851852,0.14491848878984598,851.4358423096128,identity,0.41550925925925924,0.42578125,1.0,0.3333333333333333,0.3333333333333333,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p05_lr0p10_spec0p2_u0p05,0.45775462962962965,0.1631528833011397,846.1609566849656,identity,0.41550925925925924,0.1640625,1.0,0.5555555555555556,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p05_lr0p15_spec0p2_u0p05,0.46875,0.16665084198600696,851.8611238277517,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p0_lr0p05_spec0p2_u0p05,0.4477237654320987,0.15304251359860283,880.4577215500176,identity,0.41550925925925924,0.203125,1.0,0.5111111111111111,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p0_lr0p10_spec0p2_u0p05,0.47106481481481477,0.16835802670000913,829.6473320070654,identity,0.41550925925925924,0.12890625,1.0,0.6,0.3333333333333333,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p0_lr0p15_spec0p2_u0p05,0.4695216049382716,0.17528298962568395,881.6753950868733,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p1_lr0p05_spec0p2_u0p05,0.4322916666666667,0.14233464354230424,816.3302700417116,identity,0.41550925925925924,0.42578125,1.0,0.3333333333333333,0.3333333333333333,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p1_lr0p10_spec0p2_u0p05,0.45003858024691357,0.1617306026890104,855.560531490948,identity,0.41550925925925924,0.203125,1.0,0.5111111111111111,0.3333333333333333,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p1_lr0p15_spec0p2_u0p05,0.46219135802469136,0.16497801258432593,838.7197669749148,identity,0.41550925925925924,0.09765625,1.0,0.6444444444444445,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p2_lr0p05_spec0p2_u0p05,0.4324845679012346,0.14841070574356768,836.6248206361197,identity,0.41550925925925924,0.30078125,1.0,0.4222222222222222,0.4444444444444444,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p2_lr0p10_spec0p2_u0p05,0.44579475308641975,0.16076561790793548,857.1153038577177,identity,0.41550925925925924,0.25,1.0,0.4666666666666667,0.3333333333333333,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_r2_sh0p2_lr0p15_spec0p2_u0p05,0.45466820987654327,0.15957223399119172,838.1536082979292,identity,0.41550925925925924,0.09765625,1.0,0.6444444444444445,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_source_quantile_trigger,0.4243827160493827,0.15203643304468492,943.1377187566832,identity,0.41550925925925924,0.8203125,1.0,0.1111111111111111,0.4444444444444444,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_k20_lr0p15,0.4573688271604939,0.15771188977702497,791.974363275338,identity,0.41550925925925924,0.12890625,1.0,0.6,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_k30_lr0p10,0.459104938271605,0.15940608600718473,755.998308734037,identity,0.41550925925925924,0.12890625,1.0,0.6,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_k30_lr0p10_logmean,0.46836419753086417,0.16749598757427236,856.5344193899073,identity,0.41550925925925924,0.09765625,1.0,0.6444444444444445,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15,0.4836033950617284,0.174686580160445,740.0371939023025,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_identity,0.47434413580246915,0.16551381193557158,759.1114839687943,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_logmean,0.4679783950617284,0.17391490588325964,853.2597970683128,identity,0.41550925925925924,0.12109375,1.0,0.6,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_logmean_identity,0.47087191358024705,0.16438088635686465,827.1152823339216,identity,0.41550925925925924,0.09375,1.0,0.6444444444444445,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p0_u0p0,0.4731867283950617,0.17973175932522975,772.7648153579794,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p0_u0p05,0.4714506172839506,0.17643559859872165,792.180969523266,identity,0.41550925925925924,0.06640625,1.0,0.6888888888888889,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p0_u0p1,0.4704861111111111,0.17661464391716689,753.9076515911147,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p0,0.4837962962962962,0.1750267802205345,777.2156582549214,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p05,0.4836033950617284,0.174686580160445,795.6012694034725,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p0_sh0p0,0.4837962962962962,0.1750267802205345,806.7089020856656,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p0_sh0p05,0.4670138888888889,0.167701054448666,808.6198816280812,identity,0.41550925925925924,0.078125,1.0,0.7222222222222222,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p0_sh0p1,0.46315586419753085,0.1629605893562671,795.4841849561781,identity,0.41550925925925924,0.09765625,1.0,0.6444444444444445,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p0_sh0p2,0.4643132716049382,0.1645832214180221,748.804769509472,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p0_trnorm,0.45100308641975306,0.14320753671318834,816.23586863745,identity,0.41550925925925924,0.1640625,1.0,0.5555555555555556,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p2_u0p1,0.4810956790123456,0.16873455925649272,778.1953377258033,identity,0.41550925925925924,0.0390625,1.0,0.7777777777777778,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p5_u0p0,0.4803240740740741,0.17051934502959185,775.9516892484389,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p5_u0p05,0.478395061728395,0.1692221063927807,780.2466484536417,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v11_trans_nodamp_lr0p15_spec0p5_u0p1,0.478395061728395,0.169706772845315,754.1542927431874,identity,0.41550925925925924,0.05078125,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_ctrl,0.4837962962962962,0.1750267802205345,388.47235613223165,identity,0.41550925925925924,0.0546875,1.0,0.7333333333333333,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_tg_beta0p5,0.42669753086419754,0.12983678986778804,315.15305831003934,identity,0.41550925925925924,0.30078125,1.0,0.4222222222222222,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_tg_beta1p0,0.4357638888888889,0.13717749865115733,314.2147428370081,identity,0.41550925925925924,0.1640625,1.0,0.5555555555555556,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_trace_norm,0.45100308641975306,0.14320753671318834,378.2568357232958,identity,0.41550925925925924,0.1640625,1.0,0.5555555555555556,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_trace_norm_logmean_sh0p1,0.43537808641975306,0.135668996173953,441.31754989083856,identity,0.41550925925925924,0.203125,1.0,0.5111111111111111,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_trace_norm_logmean_sh0p1_idout,0.42959104938271603,0.13663567005917182,446.954963021446,identity,0.41550925925925924,0.203125,1.0,0.5111111111111111,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_trace_norm_sh0p1,0.43595679012345673,0.13714026304444482,418.39580443454906,identity,0.41550925925925924,0.203125,1.0,0.5111111111111111,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v12_trace_norm_sh0p2,0.4286265432098766,0.13404206969792212,415.73439236776903,identity,0.41550925925925924,0.30078125,1.0,0.4222222222222222,0.3333333333333333,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v13_tg_beta0p5_full,0.4357638888888889,0.14982950701660705,360.13059137156233,identity,0.41550925925925924,0.30078125,1.0,0.4222222222222222,0.2222222222222222,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v13_tg_beta1_full,0.5030864197530864,0.15529651636364705,346.41824606386945,identity,0.41550925925925924,0.02734375,1.0,0.8222222222222222,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v13_tg_beta1_full_arith,0.498070987654321,0.16115339624757496,320.9528025351465,identity,0.41550925925925924,0.0078125,0.5,0.9555555555555556,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,csp_lda,ifsa,ifsa_v13_tg_beta1_partial,0.4714506172839506,0.1591008991753299,359.76751597831026,identity,0.41550925925925924,0.07421875,1.0,0.6888888888888889,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,mdm,identity,identity,0.3524305555555556,0.1235966020276982,97.41899650730193,identity,0.3524305555555556,,,,,,,,,,
bci_iv_2a,transductive_unlabeled_all,mdm,ea,ea,0.4888117283950617,0.16110117472818042,165.62657838594168,identity,0.3524305555555556,0.0078125,0.03125,0.9555555555555556,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,mdm,ra,ra,0.5023148148148148,0.15496675986420005,167.25950748473406,identity,0.3524305555555556,0.0078125,0.03125,0.9555555555555556,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,mdm,coral,coral,0.5023148148148148,0.15496675986420005,160.25508637353778,identity,0.3524305555555556,0.0078125,0.03125,0.9555555555555556,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,mdm,tl_center_scale,tl_center_scale,0.5084876543209877,0.15385031425322535,160.17559248395264,identity,0.3524305555555556,0.0078125,0.03125,0.9555555555555556,0.1111111111111111,,,,,,
bci_iv_2a,transductive_unlabeled_all,tangent_lda,tsa,tsa,0.45254629629629634,0.16447992165519965,664.1349001652561,tangent_identity,0.4724151234567901,0.49609375,0.9921875,-0.28888888888888886,0.6666666666666666,,,,,,
bci_iv_2a,transductive_unlabeled_all,tangent_lda,tsa_ss,tsa_ss,0.4538966049382716,0.16766760146484963,678.59219109267,tangent_identity,0.4724151234567901,0.5703125,0.9921875,-0.24444444444444444,0.6666666666666666,,,,0.6875,0.6875,0.21428571428571427
